SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AL,27057,ARAPIRACA,49000,97600,23950,100480,968,76530,2262
AL,27065,JEQUIA DA PRAIA,1488,4528,3266,6407,35,3141,98
AL,27073,ATALAIA,5878,24044,7820,23591,208,15771,602
AL,27081,CAMPESTRE,1988,2294,1371,3665,57,2294,96
AL,27090,BARRA DE SANTO ANTONIO,3004,5138,1098,5418,73,4320,176
AL,27111,BARRA DE SAO MIGUEL,1830,3234,427,3087,33,2660,95
AL,27138,BATALHA,5786,5206,3415,9212,62,5797,239
AL,27154,BELEM,1464,3644,1124,3896,64,2772,154
AL,27170,BELO MONTE,1772,1964,2124,4108,25,1984,91
AL,27197,BOCA DA MATA,8366,12702,4466,15780,295,11314,485
AL,27219,BRANQUINHA,2938,4378,2120,6080,89,3960,213
AL,27235,CACIMBINHAS,1782,6090,2068,6203,35,4135,164
AL,27251,CAJUEIRO,4012,10854,3113,11021,131,7908,344
AL,27278,CAMPO ALEGRE,9600,10528,6636,17608,277,10972,631
AL,27294,CAMPO GRANDE,2782,4808,894,4889,43,3995,157
AL,27316,CANAPI,4742,7786,4096,10691,58,6595,273
AL,27332,CAPELA,3286,11562,3167,11062,123,7895,348
AL,27359,CARNEIROS,2278,3406,779,3796,33,3017,142
AL,27375,CHA PRETA,1938,4724,519,4127,73,3608,204
AL,27391,COITE DO NOIA,2912,6148,2055,6927,82,4872,260
AL,27413,COLONIA LEOPOLDINA,5680,7914,4073,11425,184,7352,371
AL,27430,COQUEIRO SECO,1892,2630,405,2803,52,2398,85
AL,27456,CORURIPE,12302,25328,9621,29641,389,20020,816
AL,27472,DELMIRO GOUVEIA,27040,11114,8912,29089,293,20177,807
AL,27499,DOIS RIACHOS,2232,6984,2067,6938,45,4871,218
AL,27510,FEIRA GRANDE,5900,9616,3806,12131,145,8325,422
AL,27537,FELIZ DESERTO,854,2436,467,2225,40,1758,73
AL,27553,FLEXEIRAS,1660,7176,867,5595,68,4728,242
AL,27570,GIRAU DO PONCIANO,5992,15674,6693,18166,145,11473,495
AL,27596,IBATEGUARA,2840,6652,3168,8273,93,5105,266
AL,27618,IGACI,4820,13424,6519,16258,169,9739,448
AL,27634,IGREJA NOVA,6112,9208,5483,13664,155,8181,366
AL,27650,INHAPI,7462,5382,3209,10053,66,6844,356
AL,27677,JACARE DOS HOMENS,3194,2166,1107,3917,21,2810,109
AL,27693,JACUIPE,2874,2592,1376,4273,41,2897,123
AL,27715,JAPARATINGA,1530,3358,1550,4137,63,2587,80
AL,27731,JARAMATAIA,1572,3076,1077,3534,35,2457,98
AL,27758,JOAQUIM GOMES,4650,8932,4894,12189,110,7295,394
AL,27774,JUNDIA,1308,2496,498,2532,35,2034,97
AL,27790,JUNQUEIRO,7644,10896,5139,15025,189,9886,427
AL,27812,LAGOA DA CANOA,5482,7990,3449,10658,121,7209,352
AL,27839,LIMOEIRO DE ANADIA,5370,11522,4855,13942,143,9087,498
AL,27855,MACEIO,386220,254894,76526,416017,6373,339491,12561
AL,27871,MAJOR ISIDORO,3732,9978,4468,11709,78,7241,308
AL,27898,MARAGOGI,5604,9240,3348,11280,194,7932,316
AL,27910,MARAVILHA,1224,7698,2744,7416,38,4672,173
AL,27936,MARECHAL DEODORO,9242,17888,5456,19917,297,14461,599
AL,27952,MARIBONDO,3768,8626,3346,10053,174,6707,336
AL,27979,MAR VERMELHO,1096,2730,351,2391,39,2040,88
AL,27995,MATA GRANDE,5920,12136,4927,14585,155,9658,475
AL,28010,MATRIZ DE CAMARAGIBE,6154,10508,4637,13530,204,8893,358
AL,28037,MESSIAS,3388,7316,2569,8287,123,5718,243
AL,28053,MINADOR DO NEGRAO,1158,3738,1113,3743,37,2630,145
AL,28070,MONTEIROPOLIS,2330,3434,1291,4352,48,3061,131
AL,28096,MURICI,6792,12570,2227,12703,195,10476,600
AL,28118,NOVO LINO,2714,5874,864,5475,88,4611,229
AL,28134,OLHO D AGUA DAS FLORES,4636,10226,3413,11211,99,7798,268
AL,28150,OLHO D AGUA DO CASADO,3888,2656,1455,4916,43,3461,146
AL,28177,OLHO D AGUA GRANDE,1304,2792,1164,3345,26,2181,107
AL,28193,OLIVENCA,1654,7434,2142,6893,37,4751,170
AL,28215,OURO BRANCO,1276,6998,1980,6332,45,4352,170
AL,28231,PALESTINA,1964,2284,283,2534,28,2251,99
AL,28258,PALMEIRA DOS INDIOS,20178,33464,11781,40149,470,28368,1077
AL,28274,PAO DE ACUCAR,8560,9982,4961,14681,111,9720,338
AL,28290,PASSO DE CAMARAGIBE,2832,7334,2789,8243,138,5454,233
AL,28312,PAULO JACINTO,1890,4636,557,4061,58,3504,183
AL,28339,PENEDO,21804,18146,8813,29820,284,21007,748
AL,28355,PIACABUCU,5396,6224,4282,10501,94,6219,315
AL,28371,PILAR,7924,19178,6056,20339,258,14283,474
AL,28398,PINDOBA,518,2124,151,1569,18,1418,79
AL,28410,PIRANHAS,6372,8410,3957,11768,74,7811,346
AL,28436,POCO DAS TRINCHEIRAS,2404,7530,2760,7935,37,5175,171
AL,28452,PORTO CALVO,6180,13636,5607,16068,180,10461,373
AL,28479,PORTO DE PEDRAS,1510,4538,1920,5122,58,3202,120
AL,28495,PORTO REAL DO COLEGIO,4450,10048,3868,11618,147,7750,354
AL,28517,QUEBRANGULO,3612,6954,1221,6897,98,5676,295
AL,28533,RIO LARGO,25290,28520,8967,37469,607,28502,990
AL,28550,ROTEIRO,1302,3448,1630,4155,37,2525,113
AL,28576,SANTA LUZIA DO NORTE,2416,3738,1235,4490,52,3255,126
AL,28592,SANTANA DO IPANEMA,10242,23680,6964,24798,220,17834,653
AL,28614,SANTANA DO MUNDAU,1960,6710,1008,5715,78,4707,294
AL,28630,SAO BRAS,2598,3202,648,3742,67,3094,127
AL,28657,SAO JOSE DA LAJE,4728,11832,1203,10108,150,8905,475
AL,28673,SAO JOSE DA TAPERA,5482,13738,5049,15301,159,10252,483
AL,28690,SAO LUIS DO QUITUNDE,9606,12074,6027,17702,320,11675,515
AL,28711,SAO MIGUEL DOS CAMPOS,20076,19166,3184,24311,436,21127,1070
AL,28738,SAO MIGUEL DOS MILAGRES,1570,3494,826,3550,58,2724,134
AL,28754,SAO SEBASTIAO,5836,17066,6465,18664,206,12199,542
AL,28770,SATUBA,4896,5134,1668,7059,166,5391,210
AL,28797,TANQUE D ARCA,1318,3898,1768,4579,53,2811,150
AL,28819,TAQUARANA,2550,10494,2871,9848,107,6977,348
AL,28835,TRAIPU,5196,11776,6613,15603,115,8990,389
AL,28851,UNIAO DOS PALMARES,17566,22406,10468,32051,451,21583,1146
AL,28878,VICOSA,9604,11846,5036,16605,255,11569,589
AL,28894,CRAIBAS,5706,9932,4356,12666,108,8310,383
AL,28916,SENADOR RUI PALMEIRA,2504,3604,2159,5391,41,3232,137
AL,28932,SENADOR TEOTONIO VILELA,9322,15884,8614,22108,303,13494,588
AM,2003,APUI,4030,3562,3457,7425,54,3968,118
AM,2011,NOVO AYRAO,3376,2638,2587,5685,17,3098,74
AM,2020,GUAJARA,2612,4196,4575,8156,22,3581,155
AM,2038,ANORI,2478,4102,3011,6418,30,3407,87
AM,2046,CAREIRO DA VARZEA,5652,5850,5104,11072,42,5968,175
AM,2054,ATALAIA DO NORTE,1562,1820,1685,3468,12,1783,80
AM,2070,AUTAZES,5450,7374,6335,12994,69,6659,178
AM,2097,BARCELOS,2598,3810,2339,5626,13,3287,70
AM,2119,BARREIRINHA,8014,6674,3983,11628,54,7645,247
AM,2135,BENJAMIN CONSTANT,11944,5130,4392,13460,81,9068,450
AM,2151,BOCA DO ACRE,6394,7776,6635,14045,57,7410,268
AM,2178,BORBA,6384,6440,6276,12972,57,6696,227
AM,2194,CANUTAMA,1492,2764,2184,4397,18,2213,67
AM,2216,CARAUARI,7120,5472,6213,12753,52,6540,192
AM,2232,CAREIRO,7954,5142,7284,14114,66,6830,216
AM,2259,COARI,22796,7012,12952,28427,115,15475,456
AM,2275,CODAJAS,4996,5680,4757,10315,43,5558,177
AM,2291,EIRUNEPE,6614,5592,6876,13353,100,6477,274
AM,2313,ENVIRA,2330,3356,4834,7826,36,2992,113
AM,2330,FONTE BOA,3716,4960,4756,9316,46,4560,176
AM,2356,HUMAITA,12310,8768,4963,15929,130,10966,297
AM,2372,SANTA ISABEL DO RIO NEGRO,1392,2706,2317,4433,21,2116,46
AM,2399,IPIXUNA,2204,2878,4181,6899,20,2718,157
AM,2410,ITACOATIARA,43340,16160,15919,46382,180,30463,533
AM,2437,ITAPIRANGA,2918,2432,1509,4261,22,2752,55
AM,2453,JAPURA,660,1224,1235,2213,7,978,29
AM,2470,JURUA,400,2804,2252,3898,4,1646,40
AM,2496,JUTAI,1786,5234,3026,6711,29,3685,146
AM,2518,LABREA,11576,3620,7411,15418,61,8007,348
AM,2534,MANACAPURU,26334,18028,18574,41539,228,22965,556
AM,2550,MANAUS,1022660,297874,161206,844789,9135,683583,14181
AM,2577,MANICORE,6744,13414,6807,17236,66,10429,284
AM,2593,MARAA,1640,1668,3973,5705,9,1732,69
AM,2615,MAUES,20812,4468,9938,22939,71,13001,290
AM,2631,NHAMUNDA,4080,7180,3787,9603,38,5816,148
AM,2658,NOVA OLINDA DO NORTE,4222,6434,5339,10862,40,5523,155
AM,2674,NOVO ARIPUANA,2786,5016,4261,8369,66,4108,141
AM,2690,PARINTINS,34330,25304,13595,44346,264,30751,670
AM,2712,PAUINI,2052,3640,4215,7214,22,2999,131
AM,2739,SANTO ANTONIO DO ICA,1990,6634,3011,7544,32,4533,189
AM,2755,SAO PAULO DE OLIVENCA,5036,7080,1785,8207,64,6422,300
AM,2771,SILVES,5218,968,1432,4617,29,3185,63
AM,2798,TAPAUA,1032,5984,3282,6933,24,3651,119
AM,2810,TEFE,20376,8428,13761,28721,97,14960,461
AM,2836,SAO GABRIEL DA CACHOEIRA,12636,5460,7290,16670,89,9380,243
AM,2852,URUCARA,6910,2672,2786,7716,39,4930,100
AM,2879,URUCURITUBA,6438,2340,3040,7561,39,4521,93
AM,2895,ALVARAES,4572,1588,2559,5758,24,3199,95
AM,2917,AMATURA,1104,2780,1245,3295,15,2050,93
AM,2933,ANAMA,1800,2668,2425,4731,11,2306,61
AM,2950,BERURI,1298,4064,1736,4553,12,2817,124
AM,2976,BOA VISTA DE RAMOS,5056,1618,2787,6248,20,3461,104
AM,2992,CAAPIRANGA,2358,1878,2686,4888,15,2202,69
AM,98353,IRANDUBA,12816,7036,3428,13704,82,10276,268
AM,98370,ITAMARATI,840,1744,2290,3654,9,1364,63
AM,98396,MANAQUIRI,4364,3476,3808,7888,34,4080,126
AM,98418,PRESIDENTE FIGUEIREDO,11892,3360,5174,13082,85,7908,197
AM,98434,RIO PRETO DA EVA,5584,3682,3421,8212,45,4791,113
AM,98450,SAO SEBASTIAO DO UATUMA,1670,2748,1483,3757,18,2274,47
AM,98477,TABATINGA,8706,12026,4433,15392,116,10959,477
AM,98493,UARINI,1174,2104,2529,4251,12,1722,71
AM,98515,TONANTINS,1440,3810,2040,4780,22,2740,93
AP,6009,PRACUUBA,1114,830,161,1180,11,1019,36
AP,6017,AMAPA,4468,1924,844,4189,20,3345,129
AP,6025,PORTO GRANDE,5826,2324,530,4826,35,4296,186
AP,6033,CALCOENE,3626,2168,1104,4191,48,3087,142
AP,6041,ITAUBAL,2138,790,269,1806,4,1537,69
AP,6050,MACAPA,218436,61866,28318,174593,1315,146275,4809
AP,6068,CUTIAS,1858,1166,693,2286,9,1593,72
AP,6076,MAZAGAO,8372,3502,1756,7997,42,6241,262
AP,6084,AMAPARI,2082,874,306,1854,10,1548,60
AP,6092,OIAPOQUE,6812,3218,2737,8121,76,5384,293
AP,6106,SERRA DO NAVIO,2288,746,217,1803,14,1586,55
AP,6114,FERREIRA GOMES,2630,1244,600,2652,26,2052,89
AP,6122,VITORIA DO JARI,5250,2358,1561,5599,40,4038,194
AP,6130,LARANJAL DO JARI,17330,8506,4473,18051,137,13578,523
AP,6157,SANTANA,58716,16924,7358,46528,253,39170,1097
AP,6173,TARTARUGALZINHO,2754,3006,1354,4425,27,3071,164
BA,30007,LUIS EDUARDO MAGALHAES,13118,7578,4025,14842,152,10817,317
BA,30058,EUNAPOLIS,34736,24862,15595,47303,403,31708,1506
BA,30660,IUIU,4890,3274,2678,7008,38,4330,210
BA,30678,JABORANDI,3548,5266,2253,6990,73,4737,257
BA,30694,JUSSARI,3058,2608,2411,5467,55,3056,168
BA,30716,AMERICA DOURADA,7028,6838,3757,11138,87,7381,361
BA,30732,ARATACA,3136,4180,4026,7969,49,3943,236
BA,30759,BARRO ALTO,5318,6328,2517,8675,84,6158,251
BA,30775,BARROCAS,7990,5120,2883,9940,91,7057,411
BA,30791,BURITIRAMA,8910,6782,3153,11610,61,8457,550
BA,30813,CAPELA DO ALTO ALEGRE,4776,6374,3169,9186,96,6017,346
BA,30830,CAPIM GROSSO,11658,11804,6426,18974,189,12548,628
BA,30856,CANUDOS,6904,6550,2723,9837,67,7114,320
BA,30872,DIAS D AVILA,37240,6928,8302,31528,347,23226,795
BA,30899,FATIMA,7278,8642,2837,11370,100,8533,473
BA,30910,FILADELFIA,6774,7374,3273,10902,136,7629,419
BA,30937,GAVIAO,2438,2518,1022,3734,44,2712,190
BA,30953,GUAJERU,2342,5064,2339,6329,58,3990,229
BA,30970,HELIOPOLIS,5912,6518,2540,9146,87,6606,304
BA,30996,JOAO DOURADO,7170,9514,2454,11302,96,8848,410
BA,33014,ABAIRA,2292,6588,1936,6732,82,4796,274
BA,33030,ABARE,6522,7224,2584,9982,74,7398,451
BA,33057,ACAJUTIBA,8532,4512,3072,10140,106,7068,440
BA,33065,ADUSTINA,4632,8286,2495,9442,70,6947,418
BA,33073,AGUA FRIA,7240,5140,4553,11529,134,6976,652
BA,33090,ERICO CARDOSO,2914,6186,3092,7989,38,4897,309
BA,33111,AIQUARA,3094,1530,2217,4803,61,2586,213
BA,33138,ALAGOINHAS,85176,32910,20544,83302,1059,62758,2656
BA,33154,ALCOBACA,9540,4778,5130,12948,122,7818,537
BA,33170,ALMADINA,4436,1820,2520,5808,36,3288,124
BA,33197,AMARGOSA,17462,10520,8710,23817,246,15107,870
BA,33219,AMELIA RODRIGUES,17046,5960,5359,17735,308,12376,565
BA,33235,ANAGE,9486,15382,9073,22376,161,13303,708
BA,33251,ANDARAI,5994,3862,3312,8710,60,5398,410
BA,33260,ANDORINHA,10504,3044,2591,9789,85,7198,339
BA,33278,ANGICAL,7036,7722,2948,10683,53,7735,303
BA,33294,ANGUERA,6806,3448,1845,7441,116,5596,353
BA,33316,ANTAS,6190,6056,1928,8475,87,6547,337
BA,33332,ANTONIO CARDOSO,9456,3288,1934,8984,117,7050,561
BA,33359,ANTONIO GONCALVES,5158,4848,2568,7917,52,5349,294
BA,33375,APORA,4892,7612,4000,10864,127,6864,485
BA,33383,ARACAS,6158,2790,2417,7242,56,4825,295
BA,33391,ARACATU,3778,8350,3517,9930,56,6413,293
BA,33405,APUAREMA,2544,3798,2505,5968,41,3463,251
BA,33413,ARACI,17486,19252,10668,30632,294,19964,1301
BA,33430,ARAMARI,6140,3064,2532,7578,95,5046,349
BA,33456,ARATUIPE,3306,3750,2246,6156,77,3910,305
BA,33472,AURELINO LEAL,5426,4708,4620,10061,57,5441,317
BA,33499,BAIANOPOLIS,4724,6868,2783,8970,76,6187,315
BA,33510,BAIXA GRANDE,8074,8724,5379,14747,205,9368,764
BA,33529,BANZAE,5336,6520,3268,9587,75,6319,316
BA,33537,BARRA,15942,16894,8472,26214,180,17742,1144
BA,33553,BARRA DA ESTIVA,6566,11562,3622,13287,127,9665,474
BA,33570,BARRA DO CHOCA,10696,12452,6361,19003,204,12642,864
BA,33596,BARRA DO MENDES,8874,4814,4772,12046,82,7274,348
BA,33618,BARRA DO ROCHA,3408,1692,3322,6079,41,2757,166
BA,33634,BARREIRAS,75072,21502,18074,68311,557,50237,1393
BA,33650,GOVERNADOR LOMANTO JUNIOR,3678,2776,2251,5698,41,3447,179
BA,33677,BELMONTE,7252,6964,6954,14716,119,7762,535
BA,33693,BELO CAMPO,6228,7866,3684,11237,86,7553,420
BA,33715,BIRITINGA,6888,6036,3258,10471,110,7213,641
BA,33731,BOA NOVA,3956,7958,4368,10866,93,6498,448
BA,33758,BOA VISTA DO TUPIM,9286,6414,4154,12681,121,8527,556
BA,33774,BOM JESUS DA LAPA,22204,18630,13032,34846,355,21814,1042
BA,33782,BOM JESUS DA SERRA,2468,4966,2181,6159,37,3978,224
BA,33790,BONINAL,4388,7328,2473,8759,79,6286,349
BA,33804,BONITO,4024,5688,2622,7750,44,5128,228
BA,33812,BOQUIRA,10900,8352,5442,15627,102,10185,457
BA,33839,BOTUPORA,5142,3654,2848,7647,85,4799,316
BA,33855,BREJOES,6188,5204,3140,9355,90,6215,429
BA,33871,BREJOLANDIA,4332,4644,2336,7137,82,4801,231
BA,33898,BROTAS DE MACAUBAS,5916,6084,2963,9331,55,6368,313
BA,33910,BRUMADO,36404,21972,10810,41620,370,30810,1252
BA,33936,BUERAREMA,10090,7900,5899,15605,135,9706,576
BA,33952,CAATIBA,2964,3696,2807,6402,28,3595,237
BA,33960,CABACEIRAS DO PARAGUACU,4512,7844,2923,9637,93,6714,443
BA,33979,CACHOEIRA,20888,7140,6883,21968,314,15085,757
BA,33995,CACULE,9034,9876,4253,14327,140,10074,479
BA,34010,CAEM,7362,3798,3963,10040,85,6077,412
BA,34029,CAETANOS,1686,6246,2463,6715,29,4252,257
BA,34037,CAETITE,22366,18466,10192,32193,289,22001,1296
BA,34053,CAFARNAUM,4290,8704,3227,10155,98,6928,333
BA,34070,CAIRU,4062,4452,2151,6660,62,4509,190
BA,34096,CALDEIRAO GRANDE,4628,3378,2504,6867,68,4363,292
BA,34118,CAMACAN,14622,8598,9446,21920,232,12474,632
BA,34134,CAMACARI,143940,25556,25734,115818,1724,90084,3612
BA,34150,CAMAMU,7884,11376,8425,18901,165,10476,681
BA,34177,CAMPO ALEGRE DE LOURDES,13720,8578,5830,17833,137,12003,717
BA,34193,CAMPO FORMOSO,25642,27270,15083,43343,368,28260,1436
BA,34215,CANAPOLIS,3886,5138,2344,7218,36,4874,326
BA,34231,CANARANA,9158,10324,4506,14829,137,10323,445
BA,34258,CANAVIEIRAS,15710,9680,10604,24268,194,13664,775
BA,34274,CANDEAL,6386,3684,2385,7872,63,5487,389
BA,34290,CANDEIAS,70582,7318,10603,51418,661,40815,1204
BA,34312,CANDIBA,6884,5768,2753,9575,145,6822,351
BA,34339,CANDIDO SALES,9320,11522,7129,18249,189,11120,510
BA,34355,CANSANCAO,12860,13942,6944,21451,226,14507,880
BA,34363,CARAIBAS,3418,4808,5061,9456,57,4395,225
BA,34371,CARAVELAS,10296,5068,5485,13866,118,8381,581
BA,34398,CARDEAL DA SILVA,4390,1644,2031,5266,38,3235,180
BA,34410,CARINHANHA,13236,7306,5336,16285,102,10949,576
BA,34436,CASA NOVA,29980,20210,11783,38869,420,27086,1571
BA,34452,CASTRO ALVES,12804,11578,7473,20553,199,13080,690
BA,34479,CATOLANDIA,2062,1314,555,2352,28,1797,81
BA,34495,CATU,41674,10464,7788,35737,565,27949,1315
BA,34509,CATURAMA,3398,4516,2385,6621,58,4236,221
BA,34517,CENTRAL,11422,5518,2267,11232,108,8965,387
BA,34533,CHORROCHO,4730,4770,2283,7416,63,5133,320
BA,34550,CICERO DANTAS,14966,15478,6941,23418,286,16477,969
BA,34576,CIPO,6580,6946,3847,11144,84,7297,450
BA,34592,COARACI,11276,9344,6998,18035,154,11037,573
BA,34614,COCOS,4486,8180,4443,11320,110,6877,434
BA,34630,CONCEICAO DA FEIRA,13474,3252,2871,11950,235,9079,481
BA,34657,CONCEICAO DO ALMEIDA,11720,4912,3209,12201,136,8992,540
BA,34673,CONCEICAO DO COITE,30412,24600,11019,40358,476,29339,1357
BA,34690,CONCEICAO DO JACUIPE,18212,7816,5158,19118,236,13960,710
BA,34711,CONDE,8444,5558,3839,11477,126,7638,511
BA,34738,CONDEUBA,7176,10442,4885,14405,120,9520,591
BA,34754,CONTENDAS DO SINCORA,1504,2582,1561,3731,21,2170,106
BA,34770,CORACAO DE MARIA,14006,8450,5052,17284,230,12232,774
BA,34797,CORDEIROS,2018,5224,2279,6223,59,3944,264
BA,34819,CORIBE,7706,4934,3419,10213,119,6794,355
BA,34835,CORONEL JOAO SA,5196,7536,3318,10124,56,6806,384
BA,34851,CORRENTINA,12602,12610,6883,20519,182,13636,848
BA,34878,COTEGIPE,5462,4936,3091,8728,57,5637,381
BA,34894,CRAVOLANDIA,2196,3180,891,3851,53,2960,219
BA,34916,CRISOPOLIS,7610,8168,4527,13056,118,8529,522
BA,34932,CRISTOPOLIS,4444,8106,2940,9634,50,6694,369
BA,34959,CRUZ DAS ALMAS,40026,11642,8565,35894,543,27329,952
BA,34975,CURACA,15344,8724,5829,18880,216,13051,801
BA,34991,DARIO MEIRA,3760,4620,2715,7375,70,4660,400
BA,35017,DOM BASILIO,2718,8814,2108,8180,58,6072,248
BA,35033,DOM MACEDO COSTA,2918,1630,681,3133,33,2452,145
BA,35050,ELISIO MEDRADO,4856,3578,2202,6782,98,4580,265
BA,35076,ENCRUZILHADA,6382,9172,6365,14811,92,8446,577
BA,35092,ENTRE RIOS,18022,11378,8656,24638,316,15982,966
BA,35114,ESPLANADA,14066,10398,6530,19756,238,13226,756
BA,35130,EUCLIDES DA CUNHA,23520,25414,11988,38219,313,26231,1451
BA,35149,FEIRA DA MATA,2230,2884,1301,3997,24,2696,115
BA,35157,FEIRA DE SANTANA,314180,123466,61038,295307,4327,234269,11119
BA,35173,FIRMINO ALVES,1912,2210,1558,3785,33,2227,133
BA,35190,FLORESTA AZUL,3632,5868,2004,7126,72,5122,300
BA,35211,FORMOSA DO RIO PRETO,6908,6954,5497,12878,47,7381,403
BA,35238,GANDU,10200,11818,8347,20222,216,11875,650
BA,35254,GENTIO DO OURO,5172,5158,2168,7699,78,5531,288
BA,35270,GLORIA,9880,3950,1811,9166,102,7355,338
BA,35297,GONGOGI,2582,2812,3327,6253,41,2926,188
BA,35319,GOVERNADOR MANGABEIRA,11300,6720,4618,14295,190,9677,477
BA,35335,GUANAMBI,35892,27736,11577,45349,441,33772,1517
BA,35351,GUARATINGA,10678,4846,6759,15223,123,8464,579
BA,35378,IACU,11004,11022,7778,19588,165,11810,632
BA,35394,IBIASSUCE,3338,6424,2231,7459,57,5228,290
BA,35416,IBICARAI,10696,12488,8726,21103,166,12377,619
BA,35432,IBICOARA,4700,4876,2470,7743,125,5273,360
BA,35459,IBICUI,5690,5726,4382,10599,110,6217,399
BA,35475,IBIPEBA,11982,3922,4144,12536,122,8392,318
BA,35491,SANTA RITA DE CASSIA,10892,11608,4979,17014,191,12035,594
BA,35513,IBIPITANGA,2820,8480,4927,10942,75,6015,290
BA,35530,IBIQUERA,2904,1114,1394,3581,18,2187,160
BA,35556,IBIRAPITANGA,8256,5910,8093,15791,120,7698,495
BA,35572,IBIRAPUA,3042,3122,2259,5571,51,3312,179
BA,35599,IBIRATAIA,8588,6804,6536,14992,147,8456,613
BA,35610,IBITIARA,5748,7458,3702,10773,84,7071,384
BA,35637,IBITITA,12754,4644,4311,13387,93,9076,284
BA,35653,IBOTIRAMA,12810,7896,6443,17575,219,11132,560
BA,35670,ICHU,5172,2388,1389,5402,56,4013,177
BA,35696,IGAPORA,6052,8266,3455,11085,87,7630,384
BA,35700,IGRAPIUNA,3340,3532,3400,7212,87,3812,289
BA,35718,IGUAI,9598,8482,7408,17240,133,9832,659
BA,35734,ILHEUS,109262,37506,31843,109397,1397,77554,2773
BA,35750,INHAMBUPE,16604,8704,8577,22419,246,13842,942
BA,35777,IPECAETA,6228,9294,5097,13581,136,8484,587
BA,35793,IPIAU,20798,12514,11181,29065,308,17884,920
BA,35815,IPIRA,31438,17612,16626,43266,402,26640,1713
BA,35831,IPUPIARA,5048,4128,2192,7016,50,4824,186
BA,35858,IRAJUBA,3018,3124,1716,5009,33,3293,189
BA,35874,IRAMAIA,4600,4834,3856,8927,62,5071,292
BA,35890,IRAQUARA,7584,9398,3906,12960,120,9054,443
BA,35912,IRARA,12848,11608,5801,19113,221,13312,863
BA,35939,IRECE,31952,16216,10658,36247,403,25589,1102
BA,35947,ITABELA,10518,7708,6540,16570,166,10030,751
BA,35955,ITABERABA,34534,17280,13196,40940,512,27744,1325
BA,35971,ITABUNA,96290,88110,37087,134326,1479,97239,3560
BA,35998,ITACARE,4998,4346,4400,9496,106,5096,318
BA,36013,ITAETE,4176,6004,3274,8917,91,5643,462
BA,36030,ITAGI,9586,2554,2819,9383,63,6564,431
BA,36056,ITAGIBA,8776,3430,5124,11796,105,6672,464
BA,36072,ITAGIMIRIM,2786,3580,1841,5296,51,3455,221
BA,36080,ITAGUACU DA BAHIA,7300,2832,3120,8510,57,5390,267
BA,36099,ITAJU DO COLONIA,3556,2380,2800,5990,47,3190,175
BA,36110,ITAJUIPE,10576,9284,6510,17329,216,10819,673
BA,36137,ITAMARAJU,34008,17754,17778,45371,396,27593,1316
BA,36153,ITAMARI,4536,3364,1954,6142,56,4188,182
BA,36170,ITAMBE,7296,11516,6262,16347,123,10085,556
BA,36196,ITANAGRA,3076,1462,1917,4429,40,2512,203
