SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,1833,3558,1352,6902,45,5550,114
AC,1015,CAPIXABA,1462,3496,1883,6941,27,5058,73
AC,1023,PORTO ACRE,3152,5279,2759,11434,79,8675,165
AC,1031,SANTA ROSA DO PURUS,852,693,1173,2783,17,1610,48
AC,1040,MARECHAL THAUMATURGO,2997,2764,2898,8799,18,5901,122
AC,1058,BRASILÉIA,4882,7553,4392,17128,92,12736,209
AC,1066,PORTO WALTER,1777,1775,1796,5444,12,3648,84
AC,1074,CRUZEIRO DO SUL,13506,21388,15515,51461,343,35946,709
AC,1082,RODRIGUES ALVES,2782,3562,3238,9731,43,6493,106
AC,1090,MÂNCIO LIMA,3900,3413,3336,10818,55,7482,114
AC,1104,JORDÃO,1552,1232,1465,4311,9,2846,53
AC,1112,EPITACIOLÂNDIA,2529,4984,2696,10408,62,7712,137
AC,1120,ACRELÂNDIA,2210,4076,2736,9143,38,6407,83
AC,1139,FEIJÓ,7333,4934,5919,18595,70,12676,339
AC,1392,RIO BRANCO,59921,135243,30469,232202,2139,201733,4430
AC,1457,SENA MADUREIRA,5380,10951,9212,25964,87,16752,334
AC,1473,TARAUACÁ,8366,6054,8188,23055,87,14867,360
AC,1490,XAPURI,4114,4167,2844,11344,41,8500,178
AC,1511,PLÁCIDO DE CASTRO,2868,5965,3455,12516,69,9061,159
AC,1538,SENADOR GUIOMARD,3836,8493,3991,16632,95,12641,217
AC,1554,MANOEL URBANO,1764,1981,2109,5992,30,3883,108
AC,1570,ASSIS BRASIL,1966,2116,990,5186,22,4196,92
AL,27006,PARIPUEIRA,3589,2700,1441,8056,111,6615,215
AL,27014,ÁGUA BRANCA,8717,1431,3105,13647,77,10542,317
AL,27022,PARICONHA,4991,562,1351,7146,43,5795,199
AL,27030,ANADIA,5452,2559,3505,12013,136,8508,361
AL,27049,ESTRELA DE ALAGOAS,6268,1235,2808,10714,70,7906,333
AL,27057,ARAPIRACA,63635,41362,18728,128774,1448,110046,3601
AL,27065,JEQUIÁ DA PRAIA,3170,1850,1616,6812,53,5196,123
AL,27073,ATALAIA,12895,7598,6439,28032,366,21593,734
AL,27081,CAMPESTRE,2176,1114,1156,4627,62,3471,119
AL,27090,BARRA DE SANTO ANTÔNIO,4832,2465,2089,9804,145,7715,273
AL,27111,BARRA DE SÃO MIGUEL,2334,2133,940,5610,40,4670,163
AL,27138,BATALHA,6389,2029,2300,11049,60,8749,271
AL,27154,BELÉM,2174,1024,1058,4457,66,3399,135
AL,27170,BELO MONTE,2689,563,950,4328,20,3378,106
AL,27197,BOCA DA MATA,8306,5008,4367,18557,264,14190,612
AL,27219,BRANQUINHA,3205,1764,2096,7378,100,5282,213
AL,27235,CACIMBINHAS,3977,1279,1752,7260,49,5508,203
AL,27251,CAJUEIRO,5009,4426,3057,13074,164,10017,418
AL,27278,CAMPO ALEGRE,9741,5284,5157,20988,223,15831,583
AL,27294,CAMPO GRANDE,4802,844,1357,7243,60,5886,180
AL,27316,CANAPI,7265,934,3151,11722,82,8571,290
AL,27332,CAPELA,5326,3332,2787,11936,138,9149,353
AL,27359,CARNEIROS,3498,684,1382,5745,36,4363,145
AL,27375,CHÃ PRETA,2810,952,1396,5391,48,3995,185
AL,27391,COITÉ DO NÓIA,4986,964,1615,7845,58,6230,222
AL,27413,COLÔNIA LEOPOLDINA,4357,4602,3681,13168,151,9487,377
AL,27430,COQUEIRO SECO,2181,1154,588,4113,66,3525,124
AL,27456,CORURIPE,12319,14774,8314,36985,454,28671,1124
AL,27472,DELMIRO GOUVEIA,21827,3871,6899,33645,252,26746,796
AL,27499,DOIS RIACHOS,4306,1242,2058,7848,47,5790,195
AL,27510,FEIRA GRANDE,9865,2006,2280,14748,159,12468,438
AL,27537,FELIZ DESERTO,1327,844,854,3151,28,2297,98
AL,27553,FLEXEIRAS,1934,3579,1970,7814,79,5844,252
AL,27570,GIRAU DO PONCIANO,15217,2116,4655,22708,145,18053,575
AL,27596,IBATEGUARA,3574,3439,2085,9567,133,7482,336
AL,27618,IGACI,10945,1648,4630,17868,154,13238,491
AL,27634,IGREJA NOVA,9189,2794,2942,15476,150,12534,401
AL,27650,INHAPI,7072,879,2564,10983,80,8419,388
AL,27677,JACARÉ DOS HOMENS,2626,596,967,4306,18,3339,99
AL,27693,JACUÍPE,2132,1151,1202,4722,77,3520,160
AL,27715,JAPARATINGA,1489,2505,1486,5685,69,4199,136
AL,27731,JARAMATAIA,2461,662,920,4202,43,3282,116
AL,27758,JOAQUIM GOMES,5653,2935,2782,11811,114,9029,327
AL,27774,JUNDIÁ,1007,1426,1263,3826,37,2563,93
AL,27790,JUNQUEIRO,8443,3892,4075,17049,199,12974,440
AL,27812,LAGOA DA CANOA,7774,2333,1824,12380,104,10556,345
AL,27839,LIMOEIRO DE ANADIA,9069,2661,2981,15261,157,12280,393
AL,27855,MACEIÓ,223476,214112,82209,551863,9243,469654,22823
AL,27871,MAJOR ISIDORO,6952,2736,3393,13519,102,10126,336
AL,27898,MARAGOGI,4946,8245,3378,17351,292,13973,490
AL,27910,MARAVILHA,3748,1372,1725,7089,50,5364,194
AL,27936,MARECHAL DEODORO,11840,11613,6915,31720,434,24805,918
AL,27952,MARIBONDO,4486,2468,2461,9847,122,7386,310
AL,27979,MAR VERMELHO,1655,539,681,3007,36,2326,96
AL,27995,MATA GRANDE,9243,1546,3752,15096,120,11344,435
AL,28010,MATRIZ DE CAMARAGIBE,5838,6011,3991,16484,231,12493,413
AL,28037,MESSIAS,5330,3404,2279,11413,125,9134,275
AL,28053,MINADOR DO NEGRÃO,2265,614,775,3790,26,3015,110
AL,28070,MONTEIRÓPOLIS,3078,758,1262,5238,35,3976,105
AL,28096,MURICI,7262,5772,3995,17759,243,13764,487
AL,28118,NOVO LINO,2871,2944,2192,8338,102,6146,229
AL,28134,OLHO D'ÁGUA DAS FLORES,5263,4466,3310,13503,111,10193,353
AL,28150,OLHO D'ÁGUA DO CASADO,4170,375,1350,6077,32,4727,150
AL,28177,OLHO D'ÁGUA GRANDE,2511,343,819,3792,17,2973,102
AL,28193,OLIVENÇA,4266,1410,1814,7713,44,5899,179
AL,28215,OURO BRANCO,4421,1052,1382,7095,56,5713,184
AL,28231,PALESTINA,2239,548,949,3847,31,2898,80
AL,28258,PALMEIRA DOS ÍNDIOS,25643,10210,9245,46881,505,37636,1278
AL,28274,PÃO DE AÇÚCAR,9440,2411,4072,16431,114,12359,394
AL,28290,PASSO DE CAMARAGIBE,5043,2262,2624,10336,149,7712,258
AL,28312,PAULO JACINTO,2889,1285,1487,5919,55,4432,203
AL,28339,PENEDO,19536,8753,9332,39014,436,29682,957
AL,28355,PIAÇABUÇU,6218,2109,3273,12003,94,8730,309
AL,28371,PILAR,9456,7947,4725,23176,358,18451,690
AL,28398,PINDOBA,1200,489,465,2236,15,1771,67
AL,28410,PIRANHAS,10556,1042,3439,15550,89,12111,424
AL,28436,POÇO DAS TRINCHEIRAS,5870,834,1966,8915,60,6949,185
AL,28452,PORTO CALVO,3722,8977,4781,18207,259,13426,468
AL,28479,PORTO DE PEDRAS,1824,2389,1658,6113,70,4455,172
AL,28495,PORTO REAL DO COLÉGIO,8313,1889,2516,13157,119,10641,320
AL,28517,QUEBRANGULO,4985,1667,1875,8851,76,6976,248
AL,28533,RIO LARGO,23450,13884,8505,48338,954,39833,1545
AL,28550,ROTEIRO,1785,1074,799,3854,49,3055,147
AL,28576,SANTA LUZIA DO NORTE,2858,1200,746,5027,63,4281,160
AL,28592,SANTANA DO IPANEMA,17188,4412,5553,28075,170,22522,752
AL,28614,SANTANA DO MUNDAÚ,3954,1498,1378,7107,66,5729,211
AL,28630,SÃO BRÁS,3019,821,1224,5220,63,3996,93
AL,28657,SÃO JOSÉ DA LAJE,6540,5162,2966,15387,206,12421,513
AL,28673,SÃO JOSÉ DA TAPERA,11049,2215,4416,18315,127,13899,508
AL,28690,SÃO LUÍS DO QUITUNDE,7870,7159,4664,20560,293,15896,574
AL,28711,SÃO MIGUEL DOS CAMPOS,10057,16827,6887,35546,539,28659,1236
AL,28738,SÃO MIGUEL DOS MILAGRES,1763,2163,1485,5680,73,4195,196
AL,28754,SÃO SEBASTIÃO,12849,4096,4494,22243,241,17749,563
AL,28770,SATUBA,4626,2386,1615,9050,165,7435,258
AL,28797,TANQUE D'ARCA,2627,811,1129,4774,58,3645,149
AL,28819,TAQUARANA,6078,3147,2371,12185,164,9814,425
AL,28835,TRAIPU,9164,1852,4354,15834,73,11480,391
AL,28851,UNIÃO DOS PALMARES,19456,11032,8136,40396,440,32260,1332
AL,28878,VIÇOSA,7889,5616,3969,18241,223,14272,544
AL,28894,CRAÍBAS,10397,2024,2783,15760,112,12977,444
AL,28916,SENADOR RUI PALMEIRA,4910,970,1712,7849,51,6137,206
AL,28932,TEOTÔNIO VILELA,10358,8176,5805,25481,387,19676,755
AM,2003,APUÍ,3845,1913,3324,9479,44,6155,353
AM,2011,NOVO AIRÃO,3876,1736,1628,7676,35,6048,401
AM,2020,GUAJARÁ,3478,1313,3478,8659,30,5181,360
AM,2038,ANORI,3930,2050,2993,9328,45,6335,310
AM,2046,CAREIRO DA VÁRZEA,7536,1941,2590,12802,64,10212,671
AM,2054,ATALAIA DO NORTE,2596,1531,2452,6919,10,4467,330
AM,2070,AUTAZES,11482,2631,7241,22305,93,15064,858
AM,2097,BARCELOS,2541,2401,3921,9227,30,5306,334
AM,2119,BARREIRINHA,9390,1213,5653,16917,53,11264,608
AM,2135,BENJAMIN CONSTANT,11457,1732,4742,18891,58,14149,902
AM,2151,BOCA DO ACRE,8287,4043,5451,18823,109,13372,933
AM,2178,BORBA,9690,2045,6287,18757,51,12470,684
AM,2194,CANUTAMA,3393,987,2463,7171,32,4708,296
AM,2216,CARAUARI,8769,2099,6228,17735,50,11507,589
AM,2232,CAREIRO,10546,2533,7246,21450,108,14204,1017
AM,2259,COARI,19740,9776,14433,46097,192,31664,1956
AM,2275,CODAJÁS,6930,1765,4875,14131,45,9256,516
AM,2291,EIRUNEPÉ,8500,2550,8312,20282,91,11970,829
AM,2313,ENVIRA,5383,943,3748,10492,34,6744,384
AM,2330,FONTE BOA,7780,1222,3911,13463,43,9552,507
AM,2356,HUMAITÁ,13317,4383,7780,26562,115,18782,967
AM,2372,SANTA ISABEL DO RIO NEGRO,2428,1203,2993,6863,19,3870,220
AM,2399,IPIXUNA,5018,875,3121,9566,37,6445,515
AM,2410,ITACOATIARA,31335,11092,9970,55262,344,45292,2521
AM,2437,ITAPIRANGA,3730,1050,1670,6666,35,4996,181
AM,2453,JAPURÁ,1780,781,1115,3815,7,2700,132
AM,2470,JURUÁ,2461,1463,2421,6610,23,4189,242
AM,2496,JUTAÍ,5682,882,3433,10630,35,7197,598
AM,2518,LÁBREA,10676,2423,8187,22262,80,14075,896
AM,2534,MANACAPURU,28182,11972,9115,52230,319,43115,2642
AM,2550,MANAUS,529604,409409,216613,1244365,22948,1027752,65791
AM,2577,MANICORÉ,12273,4446,7783,25437,54,17654,881
AM,2593,MARAÃ,4634,570,2914,8445,13,5531,314
AM,2615,MAUÉS,15630,2951,9243,28916,119,19673,973
AM,2631,NHAMUNDÁ,6631,1723,3405,12139,26,8734,354
AM,2658,NOVA OLINDA DO NORTE,8104,1656,5130,15508,49,10378,569
AM,2674,NOVO ARIPUANÃ,5464,1151,4317,11384,39,7067,413
AM,2690,PARINTINS,32693,9011,20254,64211,339,43957,1914
AM,2712,PAUINI,3912,1341,3501,9147,29,5646,364
AM,2739,SANTO ANTÔNIO DO IÇÁ,6263,1937,3139,12057,48,8918,670
AM,2755,SÃO PAULO DE OLIVENÇA,8816,1969,3037,14756,64,11719,870
AM,2771,SILVES,3891,584,1759,6462,28,4703,200
AM,2798,TAPAUÁ,5058,1601,4761,11880,22,7119,438
AM,2810,TEFÉ,18925,5839,10978,37434,178,26456,1514
AM,2836,SÃO GABRIEL DA CACHOEIRA,13721,3052,9157,26782,70,17625,782
AM,2852,URUCARÁ,6406,1016,3044,10816,39,7772,311
AM,2879,URUCURITUBA,6493,953,3779,11595,35,7816,335
AM,2895,ALVARÃES,4894,1350,2397,9058,20,6661,397
AM,2917,AMATURÁ,2695,818,1284,5112,18,3828,297
AM,2933,ANAMÃ,3503,1035,1907,6734,31,4827,258
AM,2950,BERURI,5957,1005,2710,10092,30,7382,390
AM,2976,BOA VISTA DO RAMOS,5252,806,3212,9572,19,6360,283
AM,2992,CAAPIRANGA,3930,594,2408,7237,41,4829,264
AM,98353,IRANDUBA,13649,3680,2160,20899,142,18739,1268
AM,98370,ITAMARATI,2602,1240,1863,5997,8,4134,284
AM,98396,MANAQUIRI,6608,1110,3789,12005,43,8216,455
AM,98418,PRESIDENTE FIGUEIREDO,9676,3148,2896,16729,135,13833,874
AM,98434,RIO PRETO DA EVA,6511,2562,2198,11987,86,9789,630
AM,98450,SÃO SEBASTIÃO DO UATUMÃ,2709,928,1649,5494,28,3845,180
AM,98477,TABATINGA,14730,4449,7361,28416,193,21055,1683
AM,98493,UARINI,3796,985,1937,6997,13,5060,266
AM,98515,TONANTINS,4669,1078,2218,8268,15,6050,288
AP,6009,PRACUÚBA,1511,473,412,2471,5,2059,70
AP,6017,AMAPÁ,3025,1038,1036,5301,25,4265,177
AP,6025,PORTO GRANDE,6521,2470,2053,11533,52,9480,437
AP,6033,CALÇOENE,3339,1639,1543,6777,26,5234,230
AP,6041,ITAUBAL,2329,832,771,4037,11,3266,94
AP,6050,MACAPÁ,130334,92838,33715,268449,2076,234734,9486
AP,6068,CUTIAS,1888,687,706,3357,5,2651,71
AP,6076,MAZAGÃO,7672,2375,1828,12257,32,10429,350
AP,6084,PEDRA BRANCA DO AMAPARI,4024,1608,1849,7745,29,5896,235
AP,6092,OIAPOQUE,6818,3420,4973,15974,98,11001,665
AP,6106,SERRA DO NAVIO,1528,923,504,3079,25,2575,99
AP,6114,FERREIRA GOMES,2370,1403,1450,5435,22,3985,190
AP,6122,VITÓRIA DO JARI,5348,1300,1666,8668,46,7002,308
AP,6130,LARANJAL DO JARI,13612,6541,4789,26136,208,21347,986
AP,6157,SANTANA,33218,23741,7762,67381,482,59619,2178
AP,6173,TARTARUGALZINHO,3972,1492,1293,7055,41,5762,257
BA,30007,LUÍS EDUARDO MAGALHÃES,13328,16078,9094,39379,332,30285,547
BA,30058,EUNÁPOLIS,24163,26128,21367,74030,646,52663,1726
BA,30660,IUIU,4387,1438,2224,8255,59,6031,147
BA,30678,JABORANDI,4165,1054,1041,6539,65,5498,214
BA,30694,JUSSARI,2086,1102,1649,4963,25,3314,101
BA,30716,AMÉRICA DOURADA,6776,1358,3893,12361,65,8468,269
BA,30732,ARATACA,2885,1320,615,5000,44,4385,136
BA,30759,BARRO ALTO,5524,1430,2068,9267,72,7199,173
BA,30775,BARROCAS,7042,1975,2812,12173,59,9361,285
BA,30791,BURITIRAMA,7015,2666,4773,14827,59,10054,314
BA,30813,CAPELA DO ALTO ALEGRE,4250,1925,2453,9075,124,6622,323
BA,30830,CAPIM GROSSO,8843,5523,5594,20808,252,15214,596
BA,30856,CANUDOS,6841,1296,3614,12056,55,8442,250
BA,30872,DIAS D'ÁVILA,23939,7657,10114,43918,715,33804,1493
BA,30899,FÁTIMA,7855,2154,4059,14546,140,10487,338
BA,30910,FILADÉLFIA,6753,2427,3878,13557,136,9679,363
BA,30937,GAVIÃO,1832,954,1112,4063,28,2951,137
BA,30953,GUAJERU,3691,747,2791,7452,37,4661,186
BA,30970,HELIÓPOLIS,6184,1330,3498,11254,63,7756,179
BA,30996,JOÃO DOURADO,8330,3515,4809,17116,126,12307,336
BA,33014,ABAÍRA,3055,1481,1880,6739,79,4859,244
BA,33030,ABARÉ,7089,2156,2189,11806,43,9617,329
BA,33057,ACAJUTIBA,5140,2190,3086,10801,124,7715,261
BA,33065,ADUSTINA,6809,1369,1334,9948,102,8614,334
BA,33073,ÁGUA FRIA,5128,2691,3477,11912,111,8435,505
BA,33090,ÉRICO CARDOSO,3488,1774,3439,9044,69,5605,274
BA,33111,AIQUARA,2061,630,1578,4418,43,2840,106
BA,33138,ALAGOINHAS,50335,26250,24407,106318,1623,81911,3703
BA,33154,ALCOBAÇA,8653,2426,5859,17505,137,11646,430
BA,33170,ALMADINA,2203,1047,1828,5215,26,3387,111
BA,33197,AMARGOSA,10853,6958,5874,24713,312,18839,716
BA,33219,AMÉLIA RODRIGUES,9847,3161,3510,17343,249,13833,576
BA,33235,ANAGÉ,8004,4570,4572,17738,129,13166,463
BA,33251,ANDARAÍ,5441,781,3563,10179,85,6616,309
BA,33260,ANDORINHA,7695,1058,1183,10357,86,9174,335
BA,33278,ANGICAL,7695,1182,2520,11700,72,9180,231
BA,33294,ANGUERA,5274,1097,2178,8832,63,6654,220
BA,33316,ANTAS,5305,1682,2757,10069,79,7312,246
BA,33332,ANTÔNIO CARDOSO,6863,1100,1951,10266,83,8315,269
BA,33359,ANTÔNIO GONÇALVES,4117,1411,1974,7741,39,5767,200
BA,33375,APORÁ,5872,2801,4287,13386,109,9099,317
BA,33383,ARAÇÁS,5267,1721,2888,10233,128,7345,229
BA,33391,ARACATU,6676,1855,3337,12286,97,8949,321
BA,33405,APUAREMA,2295,1178,1907,5573,38,3666,155
BA,33413,ARACI,21009,4348,12574,38916,174,26342,811
BA,33430,ARAMARI,4824,1255,1708,8160,105,6452,268
BA,33456,ARATUÍPE,4038,1271,2062,7637,72,5575,194
BA,33472,AURELINO LEAL,4654,1402,1384,7760,79,6376,241
BA,33499,BAIANÓPOLIS,6478,1465,2495,10735,73,8240,224
BA,33510,BAIXA GRANDE,6159,4168,4550,15505,170,10955,458
BA,33529,BANZAÊ,4832,1834,2929,9821,47,6892,179
BA,33537,BARRA,19941,3409,10309,34725,185,24416,881
BA,33553,BARRA DA ESTIVA,8594,4705,3665,17542,163,13877,415
BA,33570,BARRA DO CHOÇA,11441,6380,6969,25787,238,18818,759
BA,33596,BARRA DO MENDES,6917,792,3664,11668,74,8004,221
BA,33618,BARRA DO ROCHA,1960,768,473,3336,27,2863,108
BA,33634,BARREIRAS,46377,21165,19791,89971,721,70180,1917
BA,33650,BARRO PRETO,2456,1438,1393,5470,46,4077,137
BA,33677,BELMONTE,6830,2822,4537,14696,104,10159,403
BA,33693,BELO CAMPO,5574,3600,4658,14274,81,9616,361
BA,33715,BIRITINGA,6742,1141,3165,11593,101,8428,444
BA,33731,BOA NOVA,6150,1381,5252,13267,90,8015,394
BA,33758,BOA VISTA DO TUPIM,6016,2982,3611,13123,92,9512,422
BA,33774,BOM JESUS DA LAPA,25521,5069,12873,44730,370,31857,897
BA,33782,BOM JESUS DA SERRA,4557,816,2993,8633,43,5640,224
BA,33790,BONINAL,4674,1768,3016,9810,78,6794,274
BA,33804,BONITO,5968,1799,3158,11230,67,8072,238
BA,33812,BOQUIRA,8908,1397,4587,15392,101,10805,399
BA,33839,BOTUPORÃ,4255,2036,2844,9412,45,6568,232
BA,33855,BREJÕES,4865,2008,4147,11420,117,7273,283
BA,33871,BREJOLÂNDIA,3829,1312,2220,7594,68,5374,165
BA,33898,BROTAS DE MACAÚBAS,4255,1937,2240,8734,57,6494,245
BA,33910,BRUMADO,25214,10633,7916,45606,395,37690,1448
BA,33936,BUERAREMA,2666,5990,1610,10720,82,9110,372
BA,33952,CAATIBA,3053,1587,2754,7638,62,4884,182
BA,33960,CABACEIRAS DO PARAGUAÇU,6417,1527,1346,9653,64,8307,299
BA,33979,CACHOEIRA,13663,3841,5763,24150,276,18387,607
BA,33995,CACULÉ,7208,4540,3512,15871,163,12359,448
BA,34010,CAEM,4310,1036,2491,8106,49,5615,220
BA,34029,CAETANOS,5059,780,3068,9157,38,6089,212
BA,34037,CAETITÉ,19805,8298,7345,37038,293,29693,1297
BA,34053,CAFARNAUM,6552,2050,3693,12655,120,8962,240
BA,34070,CAIRU,5820,2237,3383,11849,133,8466,276
BA,34096,CALDEIRÃO GRANDE,4573,1323,2666,8835,51,6169,222
BA,34118,CAMACAN,7420,4398,5237,17689,163,12452,471
BA,34134,CAMAÇARI,70085,43595,29548,151897,2587,122349,6082
BA,34150,CAMAMU,9051,6116,8718,24856,256,16138,715
BA,34177,CAMPO ALEGRE DE LOURDES,12583,1881,7060,22131,69,15071,538
BA,34193,CAMPO FORMOSO,26763,8932,11785,49073,400,37288,1193
BA,34215,CANÁPOLIS,4531,1143,1710,7683,35,5973,264
BA,34231,CANARANA,9866,2603,3587,16521,117,12934,348
BA,34258,CANAVIEIRAS,10191,4737,3095,18848,181,15753,644
BA,34274,CANDEAL,4260,1006,1256,6781,42,5525,217
BA,34290,CANDEIAS,37172,6677,12511,59473,988,46962,2125
BA,34312,CANDIBA,6319,1600,1882,10205,97,8323,307
BA,34339,CÂNDIDO SALES,9350,2887,2236,14984,116,12748,395
BA,34355,CANSANÇÃO,15201,2154,7735,25807,196,18072,521
BA,34363,CARAÍBAS,3417,2078,2239,7956,45,5717,177
BA,34371,CARAVELAS,7610,2099,3519,13792,103,10273,461
BA,34398,CARDEAL DA SILVA,3582,831,2286,7029,98,4743,232
BA,34410,CARINHANHA,9128,4949,5843,20514,90,14671,504
BA,34436,CASA NOVA,32318,5395,9607,48957,307,39350,1330
BA,34452,CASTRO ALVES,12005,3239,6116,21982,136,15866,486
BA,34479,CATOLÂNDIA,1901,378,388,2768,30,2380,71
BA,34495,CATU,21640,7081,7284,38761,998,31477,1758
BA,34509,CATURAMA,3664,903,2148,6943,57,4795,171
BA,34517,CENTRAL,7026,2200,2912,12529,116,9617,275
BA,34533,CHORROCHÓ,4872,1151,2332,8602,44,6270,203
BA,34550,CÍCERO DANTAS,12479,4723,6077,24123,275,18046,569
BA,34576,CIPÓ,6228,2650,3558,12909,94,9351,379
BA,34592,COARACI,6794,4610,4772,16719,149,11947,394
BA,34614,COCOS,6168,3048,1914,11637,100,9723,407
BA,34630,CONCEIÇÃO DA FEIRA,8928,2468,2656,14755,207,12099,496
BA,34657,CONCEIÇÃO DO ALMEIDA,8356,1864,3895,14591,135,10696,341
BA,34673,CONCEIÇÃO DO COITÉ,23795,13178,8692,47302,485,38610,1152
BA,34690,CONCEIÇÃO DO JACUÍPE,12359,4301,4206,21934,327,17728,741
BA,34711,CONDE,8487,2406,4974,16433,143,11459,423
BA,34738,CONDEÚBA,6617,3094,4474,14765,140,10291,440
BA,34754,CONTENDAS DO SINCORÁ,1915,777,756,3541,15,2785,78
BA,34770,CORAÇÃO DE MARIA,12182,2540,4863,20308,207,15445,516
BA,34797,CORDEIROS,2438,1844,1940,6438,45,4498,171
BA,34819,CORIBE,6379,1755,1939,10393,66,8454,254
BA,34835,CORONEL JOÃO SÁ,7181,1770,3751,13094,84,9343,308
BA,34851,CORRENTINA,11603,5436,7393,25356,251,17963,673
BA,34878,COTEGIPE,6187,1065,3001,10536,54,7535,229
BA,34894,CRAVOLÂNDIA,1834,842,1329,4211,52,2882,154
BA,34916,CRISÓPOLIS,8072,2295,5519,16315,88,10796,341
BA,34932,CRISTÓPOLIS,6398,1692,2857,11280,71,8423,262
BA,34959,CRUZ DAS ALMAS,23134,10120,7084,41920,574,34836,1008
BA,34975,CURAÇÁ,14422,2951,6031,24065,165,18034,496
BA,34991,DÁRIO MEIRA,4206,999,3458,8995,80,5537,252
BA,35017,DOM BASÍLIO,6260,1120,1713,9420,79,7707,248
BA,35033,DOM MACEDO COSTA,2046,685,390,3256,27,2866,108
BA,35050,ELÍSIO MEDRADO,3752,1059,2399,7498,82,5099,206
BA,35076,ENCRUZILHADA,6347,3389,1850,12183,132,10333,465
BA,35092,ENTRE RIOS,14154,4803,9484,30016,483,20532,1092
BA,35114,ESPLANADA,12362,3709,6132,23124,270,16992,651
BA,35130,EUCLIDES DA CUNHA,24134,4836,10391,40608,248,30217,999
BA,35149,FEIRA DA MATA,2181,1095,1334,4707,22,3373,75
BA,35157,FEIRA DE SANTANA,197054,98326,71638,387973,5015,316335,15940
BA,35173,FIRMINO ALVES,1722,1061,1411,4354,42,2943,118
BA,35190,FLORESTA AZUL,3228,1668,2168,7342,58,5174,220
BA,35211,FORMOSA DO RIO PRETO,7586,3975,4687,16689,89,12002,352
BA,35238,GANDU,8283,5858,5130,20137,251,15007,615
BA,35254,GENTIO DO OURO,5097,1361,1946,8627,50,6681,173
BA,35270,GLÓRIA,7948,1148,2812,12265,78,9453,279
BA,35297,GONGOGI,2529,618,1002,4327,30,3325,148
BA,35319,GOVERNADOR MANGABEIRA,7514,3493,1857,13339,146,11482,329
BA,35335,GUANAMBI,31844,12627,11020,57669,525,46649,1653
BA,35351,GUARATINGA,7793,2266,4489,15090,104,10601,438
BA,35378,IAÇU,9114,3097,8124,21018,191,12894,492
BA,35394,IBIASSUCÊ,3862,2468,2043,8607,40,6564,194
BA,35416,IBICARAÍ,7130,5578,4893,18230,168,13337,461
BA,35432,IBICOARA,6261,2843,2860,12419,150,9559,305
BA,35459,IBICUÍ,5048,2335,3306,11037,93,7731,255
BA,35475,IBIPEBA,7597,1199,3616,12737,63,9121,262
BA,35491,SANTA RITA DE CÁSSIA,11478,2936,6817,21837,141,15020,465
BA,35513,IBIPITANGA,5617,1889,3754,11598,86,7844,252
BA,35530,IBIQUERA,1551,494,1115,3289,15,2174,114
BA,35556,IBIRAPITANGA,6157,3012,3852,13606,135,9754,450
BA,35572,IBIRAPUÃ,2334,2130,1426,6117,51,4691,176
BA,35599,IBIRATAIA,6580,3647,1657,12598,179,10941,535
BA,35610,IBITIARA,5644,2081,3081,11152,86,8071,260
BA,35637,IBITITÁ,9118,1354,3155,13977,90,10822,260
BA,35653,IBOTIRAMA,8827,4207,4476,17987,103,13511,374
BA,35670,ICHU,2828,1030,827,4866,38,4039,143
BA,35696,IGAPORÃ,6777,1436,2216,10814,74,8598,311
BA,35700,IGRAPIÚNA,4676,1553,3254,9857,95,6603,279
BA,35718,IGUAÍ,8491,3138,7276,19635,125,12359,605
BA,35734,ILHÉUS,52546,35371,40230,133400,1465,93170,3788
BA,35750,INHAMBUPE,11867,5855,6247,24988,290,18741,729
BA,35777,IPECAETÁ,6967,2058,3267,12682,85,9415,305
BA,35793,IPIAÚ,13658,7688,3099,25704,319,22605,940
BA,35815,IPIRÁ,20459,9878,11425,43516,404,32091,1350
BA,35831,IPUPIARA,4029,1279,1817,7314,64,5497,125
BA,35858,IRAJUBA,2933,753,1441,5297,40,3856,130
BA,35874,IRAMAIA,3879,1844,3032,9034,76,6002,203
BA,35890,IRAQUARA,10495,1396,3220,15492,83,12272,298
BA,35912,IRARÁ,12241,3500,5646,22230,193,16584,650
BA,35939,IRECÊ,22696,8465,11553,44301,427,32748,1160
BA,35947,ITABELA,8933,4938,7714,22505,250,14791,670
BA,35955,ITABERABA,20358,8527,9380,40201,498,30821,1438
BA,35971,ITABUNA,56381,50974,36419,148834,1435,112415,3625
BA,35998,ITACARÉ,6855,2279,3811,13467,166,9656,356
BA,36013,ITAETÉ,5042,1553,3120,10117,87,6997,315
BA,36030,ITAGI,4240,2718,3186,10489,65,7303,280
BA,36056,ITAGIBÁ,5980,2067,3494,12056,125,8562,390
BA,36072,ITAGIMIRIM,1925,1639,2005,5780,41,3775,170
BA,36080,ITAGUAÇU DA BAHIA,5884,758,2488,9386,45,6898,211
BA,36099,ITAJU DO COLÔNIA,1718,1307,1400,4540,23,3140,92
BA,36110,ITAJUÍPE,7243,4165,4681,16622,164,11941,369
BA,36137,ITAMARAJU,14715,13865,12299,42294,379,29995,1036
