STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_CHALLENGER,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
BA,33154,ALCOBAÇA,7630,2215,5336,15772,10436,139,452
BA,33170,ALMADINA,2153,1099,1392,4831,3439,47,140
BA,33197,AMARGOSA,10402,6289,4491,22339,17848,374,783
BA,33219,AMÉLIA RODRIGUES,8550,3537,2800,15799,12999,330,582
BA,33235,ANAGÉ,7911,4085,4026,16746,12720,118,606
BA,33251,ANDARAÍ,5336,840,3252,9836,6584,91,317
BA,33260,ANDORINHA,7353,1128,2991,11840,8849,92,276
BA,33278,ANGICAL,6620,1834,2406,11236,8830,62,314
BA,33294,ANGUERA,4721,993,1873,7899,6026,71,241
BA,33316,ANTAS,5198,1580,2037,9180,7143,95,270
BA,33332,ANTÔNIO CARDOSO,5886,1394,1596,9298,7702,111,311
BA,33359,ANTÔNIO GONÇALVES,3354,1719,1491,6864,5373,43,257
BA,33375,APORÁ,5754,2578,3885,12760,8875,129,414
BA,33383,ARAÇÁS,4994,1518,2850,9707,6857,98,247
BA,33391,ARACATU,6079,1678,3142,11333,8191,111,323
BA,33405,APUAREMA,2115,1587,1551,5500,3949,43,204
BA,33413,ARACI,19338,3682,12492,36597,24105,186,899
BA,33430,ARAMARI,4445,1178,1323,7318,5995,115,257
BA,33456,ARATUÍPE,3497,1520,1636,6968,5332,85,230
BA,33472,AURELINO LEAL,4825,1210,4321,10670,6349,85,229
BA,33499,BAIANÓPOLIS,5959,1377,2295,9974,7679,63,280
BA,33510,BAIXA GRANDE,5720,4174,3456,14140,10684,233,557
BA,33529,BANZAÊ,4668,1531,2593,9106,6513,65,249
BA,33537,BARRA,15566,5076,10290,32370,22080,208,1230
BA,33553,BARRA DA ESTIVA,8514,3181,3396,15730,12334,190,449
BA,33570,BARRA DO CHOÇA,8894,6985,6889,24012,17123,274,970
BA,33596,BARRA DO MENDES,6011,1225,3340,10991,7651,87,328
BA,33618,BARRA DO ROCHA,1986,725,1349,4207,2858,31,116
BA,33634,BARREIRAS,42765,16310,19615,81282,61667,934,1658
BA,33650,BARRO PRETO,2249,1197,1070,4757,3687,73,168
BA,33677,BELMONTE,6143,2995,3918,13663,9745,150,457
BA,33693,BELO CAMPO,5365,3284,4721,13811,9090,77,364
BA,33715,BIRITINGA,6718,979,2196,10462,8266,131,438
BA,33731,BOA NOVA,5912,1223,4963,12712,7749,115,499
BA,33758,BOA VISTA DO TUPIM,6130,2367,2512,11615,9103,118,488
BA,33774,BOM JESUS DA LAPA,21021,6656,13637,42780,29143,428,1038
BA,33782,BOM JESUS DA SERRA,4233,671,2724,7942,5218,51,263
BA,33790,BONINAL,4336,1594,2474,8759,6285,70,285
BA,33804,BONITO,4281,2947,2801,10445,7644,102,314
BA,33812,BOQUIRA,8630,1398,3861,14411,10550,113,409
BA,33839,BOTUPORÃ,4569,1138,2741,8765,6024,52,265
BA,33855,BREJÕES,5238,1721,3933,11391,7458,128,371
BA,33871,BREJOLÂNDIA,3791,1228,1917,7206,5289,62,208
BA,33898,BROTAS DE MACAÚBAS,3875,2134,1826,8183,6357,73,275
BA,33910,BRUMADO,25707,7504,6423,41555,35132,533,1388
BA,33936,BUERAREMA,4083,5292,2788,12678,9890,126,389
BA,33952,CAATIBA,2951,1186,2405,6835,4430,54,239
BA,33960,CABACEIRAS DO PARAGUAÇU,5485,2593,3961,12558,8597,107,412
BA,33979,CACHOEIRA,12832,3475,4370,21658,17288,352,629
BA,33995,CACULÉ,6990,3822,2990,14538,11548,205,531
BA,34010,CAEM,4280,1168,2647,8592,5945,75,422
BA,34029,CAETANOS,4216,949,2987,8440,5453,41,247
BA,34037,CAETITÉ,18069,6949,6969,33644,26675,333,1324
BA,34053,CAFARNAUM,5096,2824,3809,12188,8379,156,303
BA,34070,CAIRU,4208,2330,2170,9045,6875,130,207
BA,34096,CALDEIRÃO GRANDE,3744,1111,1716,6927,5211,65,291
BA,34118,CAMACAN,8441,3674,4345,17365,13020,212,693
BA,34134,CAMAÇARI,67142,32656,25279,134109,108830,3669,5363
BA,34150,CAMAMU,6489,7774,8073,23298,15225,218,744
BA,34177,CAMPO ALEGRE DE LOURDES,9300,3070,6705,19843,13138,85,683
BA,34193,CAMPO FORMOSO,20615,10633,11045,44324,33279,594,1437
BA,34215,CANÁPOLIS,3911,1431,1281,6971,5690,44,304
BA,34231,CANARANA,8868,2647,3067,15163,12096,119,462
BA,34258,CANAVIEIRAS,9884,5398,9873,25998,16125,192,651
BA,34274,CANDEAL,3757,1099,1060,6227,5167,73,238
BA,34290,CANDEIAS,35241,5630,9800,54250,44450,1700,1879
BA,34312,CANDIBA,5910,1397,1599,9338,7739,110,322
BA,34339,CÂNDIDO SALES,8649,4121,7606,21010,13404,145,489
BA,34355,CANSANÇÃO,14085,1793,7833,24631,16798,155,765
BA,34363,CARAÍBAS,3213,1865,1841,7215,5374,63,233
BA,34371,CARAVELAS,6442,2195,2996,12322,9326,134,555
BA,34398,CARDEAL DA SILVA,3467,685,2021,6466,4445,81,212
BA,34410,CARINHANHA,7890,5412,5785,19657,13872,131,439
BA,34436,CASA NOVA,28341,5249,8738,44222,35484,424,1470
BA,34452,CASTRO ALVES,11397,2963,5515,20613,15098,205,533
BA,34479,CATOLÂNDIA,2155,237,680,3198,2518,28,98
BA,34495,CATU,23653,3755,5229,34989,29760,998,1354
BA,34509,CATURAMA,3701,741,1945,6668,4723,72,209
BA,34517,CENTRAL,6619,2277,2263,11604,9341,110,335
BA,34533,CHORROCHÓ,4618,989,2061,7973,5912,40,265
BA,34550,CÍCERO DANTAS,11857,4330,4904,22161,17257,309,761
BA,34576,CIPÓ,4824,3161,2817,11368,8551,152,414
BA,34592,COARACI,7620,3809,3437,15537,12100,176,495
BA,34614,COCOS,6026,2653,4863,14049,9186,98,409
BA,34630,CONCEIÇÃO DA FEIRA,6566,3656,1984,13022,11038,375,441
BA,34657,CONCEIÇÃO DO ALMEIDA,7348,1706,3990,13609,9619,169,396
BA,34673,CONCEIÇÃO DO COITÉ,21646,11876,7936,43226,35290,559,1209
BA,34690,CONCEIÇÃO DO JACUÍPE,9525,5503,3232,19273,16041,379,634
BA,34711,CONDE,7415,2556,4533,15090,10557,162,424
BA,34738,CONDEÚBA,6807,2375,3682,13493,9811,121,508
BA,34754,CONTENDAS DO SINCORÁ,1606,759,575,3039,2464,24,75
BA,34770,CORAÇÃO DE MARIA,10386,2952,3810,17966,14156,256,562
BA,34797,CORDEIROS,2327,1701,1349,5676,4327,40,259
BA,34819,CORIBE,6168,1723,4050,12361,8311,104,316
BA,34835,CORONEL JOÃO SÁ,5989,1953,3724,12165,8441,100,399
BA,34851,CORRENTINA,10984,5012,7708,24812,17104,285,823
BA,34878,COTEGIPE,5173,1125,3350,9975,6625,49,278
BA,34894,CRAVOLÂNDIA,2180,554,1051,4046,2995,82,179
BA,34916,CRISÓPOLIS,7943,1914,5238,15670,10432,88,487
BA,34932,CRISTÓPOLIS,6259,1288,2638,10594,7956,62,347
BA,34959,CRUZ DAS ALMAS,18625,11451,5222,36991,31769,719,974
BA,34975,CURAÇÁ,12963,3498,6003,23167,17164,181,522
BA,34991,DÁRIO MEIRA,3917,1079,3519,8914,5395,90,309
BA,35017,DOM BASÍLIO,5106,1779,1584,8849,7265,110,270
BA,35033,DOM MACEDO COSTA,1889,673,676,3425,2749,42,145
BA,35050,ELÍSIO MEDRADO,3067,1804,1954,7109,5155,78,206
BA,35076,ENCRUZILHADA,6324,3262,5837,16121,10284,127,571
BA,35092,ENTRE RIOS,13021,4501,8346,27157,18811,519,770
BA,35114,ESPLANADA,10310,4849,4715,20860,16145,355,631
BA,35130,EUCLIDES DA CUNHA,20896,5796,8393,36550,28157,280,1185
BA,35149,FEIRA DA MATA,2007,1059,1305,4472,3167,27,74
BA,35157,FEIRA DE SANTANA,158577,108974,71620,359325,287705,6672,13482
BA,35173,FIRMINO ALVES,1663,1136,854,3883,3029,80,150
BA,35190,FLORESTA AZUL,3230,1744,1601,6918,5317,87,256
BA,35211,FORMOSA DO RIO PRETO,7171,3293,4756,15655,10899,72,363
BA,35238,GANDU,8000,5475,3831,18264,14433,299,659
BA,35254,GENTIO DO OURO,4657,1112,1481,7583,6102,57,276
BA,35270,GLÓRIA,7187,1172,3005,11786,8781,101,321
BA,35297,GONGOGI,2336,852,3191,6557,3366,42,136
BA,35319,GOVERNADOR MANGABEIRA,8148,2506,3788,15070,11282,224,404
BA,35335,GUANAMBI,25508,15061,11717,54733,43016,688,1759
BA,35351,GUARATINGA,7553,1875,3908,13842,9934,112,394
BA,35378,IAÇU,9295,2491,8053,20718,12665,239,640
BA,35394,IBIASSUCÊ,3605,2244,2164,8367,6203,57,297
BA,35416,IBICARAÍ,6552,5446,3656,16367,12711,185,528
BA,35432,IBICOARA,5172,2740,2441,10868,8427,123,392
BA,35459,IBICUÍ,4972,2454,2547,10440,7893,108,359
BA,35475,IBIPEBA,7370,1157,3488,12460,8972,108,337
BA,35491,SANTA RITA DE CÁSSIA,9888,3609,6589,20763,14174,154,523
BA,35513,IBIPITANGA,5560,1173,3515,10616,7101,90,278
BA,35530,IBIQUERA,1834,352,823,3164,2341,27,128
BA,35556,IBIRAPITANGA,6042,2145,2825,11591,8766,147,432
BA,35572,IBIRAPUÃ,2507,1507,1234,5501,4267,51,202
BA,35599,IBIRATAIA,6316,3575,6732,17364,10632,196,545
BA,35610,IBITIARA,6037,1577,2412,10471,8059,88,357
BA,35637,IBITITÁ,7951,1456,2717,12533,9816,107,302
BA,35653,IBOTIRAMA,8892,3577,3664,16745,13081,150,462
BA,35670,ICHU,2622,976,685,4490,3805,49,158
BA,35696,IGAPORÃ,5930,1789,1877,10082,8205,113,373
BA,35700,IGRAPIÚNA,4077,1762,3219,9542,6323,100,384
BA,35718,IGUAÍ,8711,2836,7013,19388,12375,145,683
BA,35734,ILHÉUS,54528,32253,37362,129719,92357,2122,3454
BA,35750,INHAMBUPE,12767,4042,4330,22107,17777,285,683
BA,35777,IPECAETÁ,5976,2368,2429,11278,8849,97,408
BA,35793,IPIAÚ,15115,5281,5674,27402,21728,439,893
BA,35815,IPIRÁ,20365,7809,9462,39550,30088,405,1509
BA,35831,IPUPIARA,3473,1572,1785,7083,5298,77,176
BA,35858,IRAJUBA,2910,695,985,4792,3807,37,165
BA,35874,IRAMAIA,4247,1602,3143,9329,6186,96,241
BA,35890,IRAQUARA,8942,1690,2755,13845,11090,105,353
BA,35912,IRARÁ,10832,3560,4428,19734,15306,282,632
BA,35939,IRECÊ,19831,8893,11781,42275,30494,559,1211
BA,35947,ITABELA,7562,5508,7518,21417,13899,238,591
BA,35955,ITABERABA,19087,7162,7191,35553,28362,671,1442
BA,35971,ITABUNA,52855,50856,30571,139792,109221,2094,3416
BA,35998,ITACARÉ,5900,1991,1929,10336,8407,154,362
BA,36013,ITAETÉ,4576,1850,2297,9223,6926,93,407
BA,36030,ITAGI,4160,2835,2238,9677,7439,87,357
BA,36056,ITAGIBÁ,6005,1546,2539,10546,8007,119,337
BA,36072,ITAGIMIRIM,1936,1390,1563,5146,3583,48,209
BA,36080,ITAGUAÇU DA BAHIA,5373,671,2208,8569,6361,54,263
BA,36099,ITAJU DO COLÔNIA,2086,989,988,4221,3233,34,124
BA,36110,ITAJUÍPE,6873,4209,3552,15247,11695,210,403
BA,36137,ITAMARAJU,15046,12041,10302,38996,28694,455,1152
